path,cell_model,purpose,SHA256,size_bytes,status,source_generated,current_historical
archive/other_exploratory_models/early_project_work/scripts/neuromorpho_downloader.py,archived scientific history,"Simulation, analysis, extraction, or validation workflow",521e7985889ede1a490e3f92e89984dd086314ef3204b9b07a4757ace24b3f64,15920,retained archive,source,historical
archive/other_exploratory_models/early_project_work/selected/dorsal_horn_ranked.csv,archived scientific history,Raw or summarized evidence for a model result,f9e444a597fe5014cdc164d9dcaeb8dbf08c3f45bb6ef85a4242874b84260e8d,7990044,retained archive,generated,historical
archive/other_exploratory_models/early_project_work/selected/dorsal_horn_STRICT_spinal_only.csv,archived scientific history,Raw or summarized evidence for a model result,11f8ddfca5e89eefcf7d732237fe1f82bd690941dced7cc52d2724dbf9466279,612,retained archive,generated,historical
archive/other_exploratory_models/early_project_work/selected/drg_selected.csv,archived scientific history,Raw or summarized evidence for a model result,bc0c42009900d648721e16f445249d82b3c541e448d0942868709cd089bf9349,710249,retained archive,generated,historical
archive/other_exploratory_models/early_project_work/selected/sdh_selected.csv,archived scientific history,Raw or summarized evidence for a model result,7c55e6af3661cbff0dd41b2092ed320b7e8d7b72b7308a0e38f7c40ac876cf06,658,retained archive,generated,historical
archive/other_exploratory_models/GRP_14-1-15-A-A2sep_and_candidates/01_interneuron_search_report.md,archived scientific history,"Scientific interpretation, provenance, or run documentation",fd427940368bd725203813cad5c9b2f79375030a82e97dee791a5bc7cbd5610e,11759,retained archive,source,historical
archive/other_exploratory_models/GRP_14-1-15-A-A2sep_and_candidates/morphologies/01_14-1-15-A-A2sep.CNG.swc,archived scientific history,Cell reconstruction or morphology loader,6b55aabffd4c9b76ec1c9bd1ac823e51ded9671580f81574dd8384bed3e745b5,1222837,retained archive,source,historical
archive/other_exploratory_models/GRP_14-1-15-A-A2sep_and_candidates/morphologies/02_26-11-14-A-A4b.CNG.swc,archived scientific history,Cell reconstruction or morphology loader,6cac92657c0e9dfc2c4477a85b5b018feb8199ff6387bbfe9ead6741628b8c83,1139033,retained archive,source,historical
archive/other_exploratory_models/GRP_14-1-15-A-A2sep_and_candidates/morphologies/03_19-3-15-A.CNG.swc,archived scientific history,Cell reconstruction or morphology loader,b21cd05c32bca36f54b375c981157da79e5870163b3dc4b5003c0d6372674286,653375,retained archive,source,historical
archive/other_exploratory_models/GRP_14-1-15-A-A2sep_and_candidates/README.md,archived scientific history,"Scientific interpretation, provenance, or run documentation",f0bee5f42c6756efc880790f24311f9b4645273357c89a8fa18ad96107741f4f,365,retained archive,source,historical
archive/other_exploratory_models/GRP_14-1-15-A-A2sep_and_candidates/selected_interneuron_metadata.json,archived scientific history,Project metadata or historical artifact,493a33641afde36273ddc9d520d5d2646b39c9e44a5dc0f493c2be224e7fc672,2877,retained archive,source,historical
archive/other_exploratory_models/GRP_14-1-15-A-A2sep_and_candidates/top10_excitatory_interneuron_candidates.csv,archived scientific history,Raw or summarized evidence for a model result,5a2f46d54107b65a9a9368108b41b147e3bbde6cb096f4bb74273ebfd573e6c5,8342,retained archive,generated,historical
archive/README.md,archived scientific history,"Scientific interpretation, provenance, or run documentation",c6c97737c7c4e958793e8cf63fbbd906266551f3d3bd0480182e5d201215a426,685,retained archive,source,historical
cells/L292_E1_excitatory_interneuron/docs/evidence_matrix.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",50c54dadeeea96488c5b4ca1a5d6432f028620931fe47b5cbf08d6ef761441a7,6501,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/docs/MANIFEST.txt,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",6e4f239e60dfe9461f560caf50a23721c2709fd54910d72c2524a7317435ac0d,2059,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/docs/mechanism_audit.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",7d622c82df09ac919f394e63c3125debb5c3a2eb7b4a2b950ac942cb7250fbf6,4353,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/docs/medlock_excitatory_reference.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",e029df4f6843fcbd48cabcdb1bb6baf178b131260b79bffc04eea557b862fd92,5205,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/docs/stage_01_summary.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",9b65d7871c27e6236a483437ab39fa817cac7dd8d1259ea90a83a94a3605a2d3,1876,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/docs/temperature_audit.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",b679a6d0237dc59f3544e89c7a0c0b98cc4d3f296bd81ac12a89af3518513830,8257,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/figures/L292-E1-LCN_morphology.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",deba1671d41d103675f8e22513ac5f586ba52513312268305bdddbb791e1280e,7058929,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/morphology/primary/L292-E1-LCN.CNG.swc,L292-E1-LCN,Cell reconstruction or morphology loader,65b44b3f94a93a77696ea31626073dd637250c48b0bae7d77bcaf9dfe654ea67,720790,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/morphology/primary/L292-E1-LCN.CNG.swc.std,L292-E1-LCN,Cell reconstruction or morphology loader,59d8d010c9c46fa5ddbb6ed0a6ff6aaa913115b61146b60f2385504bb73e2ff9,22315,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/morphology/primary/L292-E1-LCN.metadata.json,L292-E1-LCN,Project metadata or historical artifact,0ceb3b4e857838e4c964b59d24b67f26931c012ef553459cca06d25f5082080e,1571,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/morphology/primary/L292-E1-LCN.std,L292-E1-LCN,Cell reconstruction or morphology loader,314e51c3167862d1b6e78f8df281a24686c6f281390a4d2c26efed584371f4d1,21887,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/morphology/primary/ORIGINAL_DOWNLOAD_STATUS.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",f24ee3e73e1d3403449b54b90bce1765061d17bd55ced820ca3ed164bd06b80e,730,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_borgka_plus10pct_diagnostic.json,L292-E1-LCN,Configuration-driven model parameters,a9a4fa9a18520decd8a01dd1791f3ca425427e9e26c961a1699f1b1848464614,455,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_HH2K_plus10pct_diagnostic.json,L292-E1-LCN,Configuration-driven model parameters,42c54f4e3e4d51b76d212fd42f8f1575775a8e8ea60bfdfae1803f4d2196aded,437,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_KDRI_plus10pct_diagnostic.json,L292-E1-LCN,Configuration-driven model parameters,cc858767922040b5e60dc3f60ff4f8f9ab79e561d5da4d4142073e978c746b01,448,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_sodium_minus10pct_diagnostic.json,L292-E1-LCN,Configuration-driven model parameters,5977753105e7c328708c8c70f281765ab34303444feed22a3497974f48b647c3,442,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_sodium_plus10pct_diagnostic.json,L292-E1-LCN,Configuration-driven model parameters,29e7b20f2e8dc5c1a954ef96dec675a4bcd1edc6146b6dd21bf26d909c53f102,441,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_35C_sodium_plus20pct_diagnostic.json,L292-E1-LCN,Configuration-driven model parameters,fa6392a3ee2e6cb02d55d3139a112e843353efff01dfabf629877abc7ebefc05,439,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_excitatory_23C.json,L292-E1-LCN,Configuration-driven model parameters,62e6728d3661d6e7069219581a52a0f1d01c5b96ac44e708636bac8f938fefae,3999,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_excitatory_area_preserved_23C.json,L292-E1-LCN,Configuration-driven model parameters,99ad9e25c5b531e8a8db54a7e94bd9fcfef53a541750d6f523cf14dfdc4c4d6e,1578,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_excitatory_final_23C.json,L292-E1-LCN,Configuration-driven model parameters,ef5ec797635e874ad4295eee70851c5eab3511fe8101312c21b04b8cb8bf0831,1148,selected/current,source,current
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_excitatory_final_35C.json,L292-E1-LCN,Configuration-driven model parameters,382f63b034431c99b66676417cbfb7ddb42a88a307d052e7d3c0ec47be935f45,1377,retained failed gate,source,current failed gate
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_no_borgka_diagnostic.json,L292-E1-LCN,Configuration-driven model parameters,2f8bfafe5ead49a6e8c17200f45497c9db79cecdb053460e8289407dd96a370c,447,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_no_HH2_K_diagnostic.json,L292-E1-LCN,Configuration-driven model parameters,6f22dd70d1ef748e13ddb1ebb0e28a65c872e4a61e7af9e3c986eb429786f1cd,434,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_no_KDRI_diagnostic.json,L292-E1-LCN,Configuration-driven model parameters,f3dc23a387cb0d9551bd35c90faff4baed149c3fc7a598c6b37dab3227b1f125,436,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/delayed_sodium_minus10pct_diagnostic.json,L292-E1-LCN,Configuration-driven model parameters,1256a09b7a74619d803ddb0cc38c7790ada30e7d30c313b738bc3ecd84708eb9,547,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/medlock_modeldb_267056_reference.json,L292-E1-LCN,Configuration-driven model parameters,735a9d470b5c7d72e41d0d70ad1992a30ddbe1c683688cad30eb9092803a41ee,78237,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/common/passive_23C.json,L292-E1-LCN,Configuration-driven model parameters,6d532b9b565c32aa3d571a9875fad3c16d75929b348ec3015838f9b8281925a1,4246,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/eTrC/eTrC_23C.json,L292-E1-LCN,Configuration-driven model parameters,893710a464c983783b23123024ca3244fd6379512fbbcabea08d296ed373587f,3806,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/eTrC/eTrC_area_preserved_23C.json,L292-E1-LCN,Configuration-driven model parameters,223f25c995065e0134a791c25b07e27e315ea1e0b3b5ce13079ab88d9630430c,4367,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/parameters/eTrC/eTrC_final_23C.json,L292-E1-LCN,Configuration-driven model parameters,ba5e1b594a757311b04d3282a4312a46d26d5c8e5f3457f6a6660981eb925a39,1249,selected/current,source,current
cells/L292_E1_excitatory_interneuron/parameters/eTrC/eTrC_final_35C.json,L292-E1-LCN,Configuration-driven model parameters,cb46e6462c3d5df332b77085fc2996fb043c8896b143f7678a895750c430c2f3,1071,selected/current,source,current
cells/L292_E1_excitatory_interneuron/parameters/README.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",b110c20730525c6395c9a5f087e229b59a589e7dbe24c922770479632ccf1aa0,984,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/README.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",aa697a4f1fb54b91d9743548cac1c9bd74a6809551cd04578499ea8e7a6c7ff9,2569,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/reports/delayed_excitatory_validation_23C.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",c7e033ff743e7d9bbb6a02d3122e6bdee076793e7d5f2ff0b17f5e70971fddb0,6102,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/reports/eTrC_validation_23C.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",7a804976869d4c035df244347b84d33e3d3b4dfd8e87a8c60df77f92f3181617,6452,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/reports/excitatory_interneurons_final_report.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",91d3cb74983226ade605264f8951b6d4270c247ad95dd34caef7887f317f04db,10915,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292-E1-LCN_morphology_QA.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",c4b3de6c59c2c7abe8112dd091aaf3271e2a1a1e6657b756a08287c5e486c9ea,1813,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/01_complete_morphology_xy.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",c9d56f973db727ae4fc864b4a91246e13d850a12142ce1673ace9983e6c5f991,196224,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/02_soma_dendrites_xy.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",a0ea48c8e1d7b74cf0b0314b505578e406270f6987ae0be1a3faab4778e4b3ec,275858,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/03_complete_axon_xy.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",4eeb88a6ad70958f3421a1a13d79cd3906968c0ccbc5843dce649ad7081745c6,177093,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/04_axon_origin_region.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",71a0d4bfc2936c01e3cc7e39dc811dd7e5dab2d192131782689401a98250f79d,481785,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/05_complete_morphology_xz.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",637a80f994499e45edf6d2e21ba1b7d74060fc4950b6b11be8362d9cdf1e3d03,148249,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/06_passive_23C_response.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",b3375678b288bb9ae40a15b56a35364a23f16e4b573310152ce438fcb8dcb07a,171640,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/07_passive_convergence.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",3057fd75b71608663e1392e510daec5caaf93148889f0ba2f7b76c5e424035aa,185513,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/08_eTrC_23C_traces.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",eabe67a9f7d94b52528d0dc86277add44a7f52e76d86c24f9ac79dbb20729af5,172933,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/09_eTrC_23C_AP_zoom.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",3b76e763631adf7e37cafb2fb2c6cf562da87ba986f080e61f570328114ed398,175062,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/10_eTrC_23C_latency_current.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",422d2e2c746a6dd9f94d268f01f9761ff97c658d0e985db10af0b5cce42a691d,118589,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/11_delayed_23C_traces.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",354b7d5f2efcf4b03f18b9b092099e4c8f484883838993bf126f26153314af40,303227,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/12_delayed_23C_latency_current.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",d87820a8ae62c61d927ba03085e0ee28525592f3491b971b797222c28c5146e3,139269,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/13_eTrC_23C_vs_35C.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",7b12d0c21201438d64988bc4e7baff05d878930997e51b090160005a8ed0e760,141623,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/14_delayed_35C_block_traces.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",3d512356bec52f7ccab78333882fdc86151572669810e141ed477df9d4d97ad0,342645,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/15_depolarization_block_transition.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",603675ff569d36459c1ea8fe3948f1b5e72dad5afc0e90f2767f7a3a8dedf57b,155006,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/16_one_factor_diagnostics.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",af04c42374621a03436430dd28237f289ecfb14f27f2dbe3ef9ada9754334ff6,224635,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/17_temperature_audit_summary.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",e3a63c9ff2a5abd317ad7586aec38f6fb2bd67485e9b68684d5c4294945493c2,132425,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/18_six_population_mapping.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",bac490faf20aeac103953c19cdeeea823471a43e7d0ba749e72a697768b26fb5,206635,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/19_readiness_gate_flow.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",f60965138507b8ad9a7a9f075ac4c704996526d2dedd8aa760c088568fa8ee45,197206,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_LCN_report_figures/20_three_neuron_project_components.png,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",8a61f1285cbd39b68f787288b3d48d3157e5eef4c31f06826ee8f9583378888e,144220,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/reports/L292_E1_passive_23C.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",4d9fd7855b3c8c5f0e5b8c91e02dbb0596a377b00e0d9da9fcbb1e8f538b48c1,4531,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/reports/mechanism_compile_log.txt,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",ff09c3f1611007b2a4536757b4be2f571cca6126f1ece82de3d901016a00f81d,4891,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/reports/mechanism_compile_log_after_HH2_singularity_fix.txt,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",b7f31d634b58a5d47f5bb88274c261092c3c77e25907fd1ddbfa1841b40f52e7,958,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/reports/work_completed_report.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",e54f21c375e7816eb985d3b0299c73b1d85c3c006ad04d534e5495ca75e3c00a,14747,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,78adcf53c28015c4bde4e347f60d4f613e166ab50acd97e2b7a628f51df643a6,2307,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,931a2f1005a3d23f671da3d692f9c36dd24b4f4b2d6e94d17a8c2bb423b4b3bd,426445,retained development evidence,source,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/summary.json,L292-E1-LCN,Project metadata or historical artifact,0b5448ebe220fe21a2f501c079be8444b5db06773d103bba27f9a68db14352d7,14755,retained development evidence,source,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/trace_m0p020_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,d8c16ec733bfa79a114b0d26aa18c05c654d44df72368a6ffa1b49178f459d69,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,78c026e21551eb50c38be3d3e3c8766b8b56e6b8ef2c61a5bfcbb61cc0b8b0ee,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/trace_p0p050_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,a238a3f8fbb39746985e250017501b22471d60cf23f08410963a6db0ce78e918,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/trace_p0p100_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,f7b4e5ddb76961fe397696003ba6ec6d6c2bc114c178e13a0679086f2061a9bd,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/trace_p0p200_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,b6866277c155ee5c6b0e22813bbe18627406923f836ea494cf89d2b2f77b9125,1615716,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/trace_p0p400_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,bdb4933a00394aede74ecb73c05a262706c8a4dadb1adedfdef436661585fbf3,1615149,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/trace_p0p750_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,3dce7842344a11361ce42383b0f36f3990ba867076d895db02c4fdade5747723,1611197,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/trace_p1p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,c24b30e747dbf43707554cb36a3f6048b541bba8990ffdf20ba0b7c6deaddd26,1608658,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/broad_initial_retry/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",dc34d2a515478bcd54c7e1eaf4a7ac4362d809ef90122d65f1b338ef29473342,292968,retained development evidence,generated,historical/diagnostic
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,103bb763f7dd2c7b0dea63a4eb8fe8df3ac9660c6d561870d777ad31494c9ac4,2191,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,779e8a754f861a48d0cfd40c8ad7e421132049167856084f8a87ffb3a094e4b7,426445,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/summary.json,L292-E1-LCN,Project metadata or historical artifact,987fc1bc1b59d2383294b070aa4a673f678c458106d5003cab9f009603dfbcea,13519,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/SUPERSEDED_AFTER_HH2_FIX.md,L292-E1-LCN,"Scientific interpretation, provenance, or run documentation",9a82c3d7ed07b19a79b7096bb8bc1f79056800be2d52c84b570b7c7954423407,423,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/trace_m0p020_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,4f43001161ede211b49935f82b1a4c4d419a4de64b2410fa132408fc070ad273,2163717,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,8a644e8ce344b95497caa58b2603d3ca32d106e04a5d76efb25d146faaa1a18d,2163717,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/trace_p0p370_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,1cf78ccebc7dfebaabf30fa800d1f2cc85774a9fa58c91614acd49a45f53d921,2163717,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/trace_p0p380_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,23a3691912de14d073153c8b3601a850a663a3eb2470373117e90d9e9c96c782,2163433,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/trace_p0p390_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,e0a2a144bf24354a6d419fcaee83f4f46f97579c78cc5d992eb85736918bc177,2163149,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/trace_p0p750_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,500c2c1e2fbc841bbe74c1507258f8fd640c96b2e701d63f2a0b5ee05f1522bc,2159198,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/trace_p1p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,6f98ffca486c0e335302eca3bc63d0496af42a9596fb01f7469e8380f7e4fdcc,2156659,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/validation.svg,L292-E1-LCN,"Visualization of morphology, simulation, or validation output",6b0dfa703887a79c358d67a18b8c1dc60577f8823bb19aa043e51c35a51d3436,251991,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final_after_HH2_singularity_fix/metrics.csv,L292-E1-LCN,Raw or summarized evidence for a model result,e15fe0d0b74ed839aaeb8c66967447d2437249782366f6ad537e977e3acfca96,2191,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final_after_HH2_singularity_fix/section_inventory.json,L292-E1-LCN,Project metadata or historical artifact,60fc628bee4634bd30f5a6411b4a18f83c79e16e2648de74febb1db00092e21e,426445,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final_after_HH2_singularity_fix/summary.json,L292-E1-LCN,Project metadata or historical artifact,7b558498de495bc3e22793530735a22e93609286f89c840c996d416d9aeddc46,13520,retained,source,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final_after_HH2_singularity_fix/trace_m0p020_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,4f43001161ede211b49935f82b1a4c4d419a4de64b2410fa132408fc070ad273,2163717,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final_after_HH2_singularity_fix/trace_p0p000_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,8a644e8ce344b95497caa58b2603d3ca32d106e04a5d76efb25d146faaa1a18d,2163717,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final_after_HH2_singularity_fix/trace_p0p370_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,1cf78ccebc7dfebaabf30fa800d1f2cc85774a9fa58c91614acd49a45f53d921,2163717,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final_after_HH2_singularity_fix/trace_p0p380_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,23a3691912de14d073153c8b3601a850a663a3eb2470373117e90d9e9c96c782,2163433,retained,generated,current/supporting
cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final_after_HH2_singularity_fix/trace_p0p390_nA.csv,L292-E1-LCN,Raw or summarized evidence for a model result,e0a2a144bf24354a6d419fcaee83f4f46f97579c78cc5d992eb85736918bc177,2163149,retained,generated,current/supporting
