current_path,file_type,size_bytes,sha256,model_cell,scientific_purpose,decision,reason,destination_if_moved
L796/results/fine_rheobase/fine_rheobase_run_log.txt,report/documentation,837,bd013808a71f1d8ab82ed936d40f7d263350c495fb6d41cc4a1acdd8c9eb99dc,L796-ALT-PN,"Scientific interpretation, provenance, or run documentation",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/fine_rheobase/fine_rheobase_run_log.txt
L796/results/morphology/L796_morphology_global_summary.csv,simulation/validation data,414,904ecc3bb5e284a3e32ffe32563bafa4d175acb4a4e9222109b44badf0adc521,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/morphology/L796_morphology_global_summary.csv
L796/results/morphology/L796_morphology_type_metrics.csv,simulation/validation data,279,668397b6d64d1cc7c4183850cc650617d8eb244f6cd9e924a3e5ea1f3682cf9b,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/morphology/L796_morphology_type_metrics.csv
L796/results/passive/L796_passive_best_fit.dat,simulation/validation data,731623,03a372d1cb2caa4017fee2f11613ee5c32aab56729f6def98d09a3b5fccd56da,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/passive/L796_passive_best_fit.dat
L796/results/passive/L796_passive_best_fit_summary.csv,simulation/validation data,439,104ca7fa20ee76290952efcfff56f20cd407723ceb95d8836f144f87b37ee431,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/passive/L796_passive_best_fit_summary.csv
L796/results/passive/L796_passive_gpas_fit_history.csv,simulation/validation data,734,a6d2a127a0df9478e6495f48b8138a8b94fc446459192860e60cf0fcbe7d29dd,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/passive/L796_passive_gpas_fit_history.csv
L796/results/receptors/L796_EPSP_summation.csv,simulation/validation data,349,7f5d9b9f7843837163268cb697bf4c0cfe4d3e5bb5cd4e3c1e33685f733ae5e0,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/receptors/L796_EPSP_summation.csv
L796/results/receptors/L796_EPSP_to_spike_conversion.csv,simulation/validation data,215,d8663c0bd1c902b006f0cbb1e49a456a7ac5be333ca53fec6f1881b0f84255b6,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/receptors/L796_EPSP_to_spike_conversion.csv
L796/results/receptors/L796_EPSP_validation.csv,simulation/validation data,632,e43663bb833b6ee89fd91d5f3c12df3dbcde645f06d935f4aa54e3c5c444cd0d,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/receptors/L796_EPSP_validation.csv
L796/results/receptors/L796_IPSP_validation.csv,simulation/validation data,374,66d2ce435f51900cf570d427ff4367065acd74adaae9600aef50fbda0df4416f,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/receptors/L796_IPSP_validation.csv
L796/results/receptors/L796_NMDA_mgblock.csv,simulation/validation data,305,1ffbabaad7a41c12fff31e2af33db15315b17d5eaa7449766a2a406d31771891,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/receptors/L796_NMDA_mgblock.csv
L796/results/receptors/L796_NMDA_voltage_clamp.csv,simulation/validation data,351,abd2691b2df0bf928b40552aab64e30da7076301eb0a2ae5297be28682ceb091,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/receptors/L796_NMDA_voltage_clamp.csv
L796/results/receptors/L796_excitability_index.csv,simulation/validation data,75,6704ed2facf5ad191dedc81e628d7e86f1d01eeb64636be088fa0c1fa09b09a6,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/receptors/L796_excitability_index.csv
L796/results/receptors/L796_nAChR_validation.csv,simulation/validation data,264,cb63db6292dbeed62c189c736c7e4f5f6afad5a44f55fead5b929d8bb8234052,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/receptors/L796_nAChR_validation.csv
L796/results/receptors/L796_normal_vs_neuropathic_FI.csv,simulation/validation data,507,af6f716c3a491eaab585521663ce51119cb5ec2b802f12cfcb1511c6eb48e353,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/receptors/L796_normal_vs_neuropathic_FI.csv
L796/results/receptors/L796_receptor_calibration.json,JSON result/data,1018,f82592f1c5b25aa04bb7429126d5bc6ec49bc5ff0e8782d385c0e02ded0ad9c3,L796-ALT-PN,Project metadata or historical artifact,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/receptors/L796_receptor_calibration.json
L796/results/receptors/L796_shunting_validation.csv,simulation/validation data,190,9569e8816381b43d52b06328ed32e131d2ad95009360e64764de14ce1e1c2bb8,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/receptors/L796_shunting_validation.csv
L796/results/step3_active_grid/L796_active_grid_summary.csv,simulation/validation data,102416,215bac92fa48207b47d221309b9e3c28babb6dfac51fd31dd87f99ff1a23537c,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step3_active_grid/L796_active_grid_summary.csv
L796/results/step3_active_grid/L796_active_grid_top20.csv,simulation/validation data,5741,da9d5611703e9eb84fcd85172bf62241b1d7dfe617108ec2d60052b507170139,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step3_active_grid/L796_active_grid_top20.csv
L796/results/step3_active_grid/L796_active_multispike_candidates.csv,simulation/validation data,86600,b4825e7670e5615295f94b17711d771a38d56df666ea39e9a3e5d496caa57ace,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step3_active_grid/L796_active_multispike_candidates.csv
L796/results/step3_active_grid/L796_active_top3_validation_FI.csv,simulation/validation data,3512,f3f1c3dfd257fc0ce7d4251bf316137027e321c251e0efb10a28b844e9b8baf5,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step3_active_grid/L796_active_top3_validation_FI.csv
L796/results/step4_validation/L796_step4_Rin_check.csv,simulation/validation data,185,0bc49a2be78ab98bbb9b16e91b4150b16962973e588257e88e5364baa2e2ba66,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step4_validation/L796_step4_Rin_check.csv
L796/results/step4_validation/L796_step4_current_sweep_features.csv,simulation/validation data,2924,f4f1ab0bd5d47d331642fb777f2205f14590d99b183cef7cc54d889aa42c2000,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step4_validation/L796_step4_current_sweep_features.csv
L796/results/step4_validation/L796_step4_final_ephys_features.csv,simulation/validation data,2649,2c2e722bd48c36e35e14550176fc1e7c2aef4053216dce4333ba12b901c377ae,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step4_validation/L796_step4_final_ephys_features.csv
L796/results/step4_validation/L796_step4_report_ready_features.csv,simulation/validation data,1197,4d84f9b5a1c96f3434bf9d0f5f3a216920dae76ab36c0ddbb7cab395f701ce19,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step4_validation/L796_step4_report_ready_features.csv
L796/results/step5_final_model/L796_step5_all_tuning_candidates.csv,simulation/validation data,250586,9fa8215daf80310e879e4e6f5994d2d8f9974a907e648e88fa8c7c58671bf753,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step5_final_model/L796_step5_all_tuning_candidates.csv
L796/results/step5_final_model/L796_step5_best_model_features.csv,simulation/validation data,3029,8c39373a65925737bb85efad4a5204329eb469217e56ccf7d481a10ce950b142,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step5_final_model/L796_step5_best_model_features.csv
L796/results/step5_final_model/L796_step5_top20_tuned_candidates.csv,simulation/validation data,21335,f83fb90d40eb2f32831e3347501ae7b3757e3a8b8570e95b8adf00e904a74bf8,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step5_final_model/L796_step5_top20_tuned_candidates.csv
L796/results/step5_final_model/best_I_-10pA_ais_vs_soma_check.csv,simulation/validation data,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step5_final_model/best_I_-10pA_ais_vs_soma_check.csv
L796/results/step5_final_model/best_I_0pA_ais_vs_soma_check.csv,simulation/validation data,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step5_final_model/best_I_0pA_ais_vs_soma_check.csv
L796/results/step5_final_model/best_I_100pA_ais_vs_soma_check.csv,simulation/validation data,793,dc76f4a103263bea622703813eae70a646aa12460132091a8876168f129e0854,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step5_final_model/best_I_100pA_ais_vs_soma_check.csv
L796/results/step5_final_model/best_I_120pA_ais_vs_soma_check.csv,simulation/validation data,900,3825ac604a27e7dd1a989fcc378b2bf2aa243f49443fb8c59ee65609037173f2,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step5_final_model/best_I_120pA_ais_vs_soma_check.csv
L796/results/step5_final_model/best_I_20pA_ais_vs_soma_check.csv,simulation/validation data,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step5_final_model/best_I_20pA_ais_vs_soma_check.csv
L796/results/step5_final_model/best_I_40pA_ais_vs_soma_check.csv,simulation/validation data,463,d4131b473a558a5eea0d755daf664d15d4d9cafb74d2864081922619150c5ecb,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step5_final_model/best_I_40pA_ais_vs_soma_check.csv
L796/results/step5_final_model/best_I_60pA_ais_vs_soma_check.csv,simulation/validation data,580,102dface5d73d449271daac099c13432e7f7815cdd936a8e61f60332925030e7,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step5_final_model/best_I_60pA_ais_vs_soma_check.csv
L796/results/step5_final_model/best_I_80pA_ais_vs_soma_check.csv,simulation/validation data,705,a6f7a0d3d90dd6d100bae4c7c5292d90be58ab682ebfa165da36b6bc9ebe4dbd,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/step5_final_model/best_I_80pA_ais_vs_soma_check.csv
L796/results/temperature_sensitivity_fixed_intrinsic/L796_intrinsic_fixed_23p0C.csv,simulation/validation data,268,7e92fb0242063e432be5a9925dfe947cc0f1c825cde07b19cecd3cf08e9a0fd5,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/temperature_sensitivity_fixed_intrinsic/L796_intrinsic_fixed_23p0C.csv
L796/results/temperature_sensitivity_fixed_intrinsic/L796_intrinsic_fixed_37p0C.csv,simulation/validation data,266,83236b311f0c412bb57c116cb3157574d32d92463c56c100b4c015128320133a,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/temperature_sensitivity_fixed_intrinsic/L796_intrinsic_fixed_37p0C.csv
L796/results/temperature_sensitivity_fixed_intrinsic/L796_intrinsic_fixed_6p3C.csv,simulation/validation data,269,8f64a51110c227cbbf723afa6bf7923ca6a3f1dad7d3be8179d7596f4c04907f,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/temperature_sensitivity_fixed_intrinsic/L796_intrinsic_fixed_6p3C.csv
L796/results/temperature_sensitivity_fixed_intrinsic/L796_intrinsic_temperature_comparison.csv,simulation/validation data,240,dd7027e04b0bfb93b685eba04f60bc01886989ef42714c518a2d66faf4e476b4,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/results/temperature_sensitivity_fixed_intrinsic/L796_intrinsic_temperature_comparison.csv
L796/run_validation.sh,shell source,1375,855d45b949d37d6c0fd4ebbc0cd2894057559c095aa173b179c7a798a8f246a1,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/run_validation.sh
L796/scripts/05_passive_validation.py,Python source,7289,6b8c311e26886ad8bf587d374bd5f1696624c2fcd345e27db581cd4fffa9ab4b,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/05_passive_validation.py
L796/scripts/06_active_validation.py,Python source,16318,a0c04626b312c9a5c1b5e6ba0c9c91d9565830de94ce9f1f429546b99cbe1e38,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/06_active_validation.py
L796/scripts/07_tuning.py,Python source,22528,b54a675db57b08a744d9ee0a1b4743af3af4df62fa50e4163ab889f85a018bf2,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/07_tuning.py
L796/scripts/13_finish_L796.py,Python source,46054,bacd8697106907213add3c829f436fd52b26b97d4904adff754f70bae4f9a87f,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/13_finish_L796.py
L796/scripts/14_L796_ligand_gated_receptors.py,Python source,53750,1ea9874863c3679e323349ef6a7a8e709ac4ca9978f9ff001a48f5375b230726,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/14_L796_ligand_gated_receptors.py
L796/scripts/14_finalize_from_csv.py,Python source,1922,cf378c466f057bde0d3a2cdf7bea2f31df67d89bb4410ae70024d64a38db647c,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/14_finalize_from_csv.py
L796/scripts/15_L796_neuropathic_receptor_manipulations.py,Python source,22580,7c58b983792c981a0840b3db6417200e061c0d4150f9ce9aed35bf58c0a0c1aa,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/15_L796_neuropathic_receptor_manipulations.py
L796/scripts/15_close_halfwidth_v2.py,Python source,50640,7dc7ed2c80bac3052e1f804852c0288647b2236aa750cd9718d7767693649c64,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/15_close_halfwidth_v2.py
L796/scripts/16_finalize_v2_from_csv.py,Python source,5030,85ebca8722072d9976261cb56b4471cf77c3ba698f3bd9df77a6989dbfc7d98a,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/16_finalize_v2_from_csv.py
L796/scripts/17_L796_channel_complement.py,Python source,61052,4cfaa4351e6bd04e4db94027277c5a49dcca8cdf0a3010b2353c1fc307c3f423,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/17_L796_channel_complement.py
L796/scripts/19_temperature_sensitivity_fixed_intrinsic.py,Python source,14395,4cbd06e47b99b47e8e24a8a835c4531009eb1e7bcbc4e724d20ee167fe86505f,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/19_temperature_sensitivity_fixed_intrinsic.py
L796/scripts/20_external_trace_validation.py,Python source,3644,e808f6f482fcece6c0880ac9e627e6a49e5b285c8dda51c1354b58e0a3fe611f,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/20_external_trace_validation.py
L796/scripts/L796_step3_active_grid_search.py,Python source,20675,23cb027556d78e26d6fbb31b7737dd8c4ae425c444b4405591ff407cc8cc7004,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step3_active_grid_search.py
L796/scripts/L796_step4_validate_best_active_model.py,Python source,21669,3674295edee4f0d23f2c6d70f8bac6feb53d0e684bb7275a8f6b428be8f55943,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step4_validate_best_active_model.py
L796/scripts/L796_step5_1sec_sweep.py,Python source,26549,34ce983496c53e91b5baec5ffc4d8ddcd7979cd809d8620a28c5e18e75129ff7,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_1sec_sweep.py
L796/scripts/L796_step5_1sec_sweep.py.save,editor backup,26545,f563f2cfe6fefafa3c31c29aa72178f44664cda3a22cf220d3fa11d88fdbf0d7,L796-ALT-PN,Superseded editor-created source backup,delete if canonical source retained,Editor backup; canonical source is retained,L796/scripts/L796_step5_1sec_sweep.py
L796/scripts/L796_step5_all_tuning_candidates.csv,simulation/validation data,250586,9fa8215daf80310e879e4e6f5994d2d8f9974a907e648e88fa8c7c58671bf753,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_all_tuning_candidates.csv
L796/scripts/L796_step5_best_model_features.csv,simulation/validation data,3029,8c39373a65925737bb85efad4a5204329eb469217e56ccf7d481a10ce950b142,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_model_features.csv
L796/scripts/L796_step5_best_traces/best_I_-10pA.dat,simulation/validation data,1219658,4b88a598a9f88d7e0fb866002a75daeed9672437ebd6809aa4f1539f2dee3562,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_-10pA.dat
L796/scripts/L796_step5_best_traces/best_I_-10pA.png,figure,107877,239900b60b2c947e5c54bcb64cfe718ffe04db97702157cc8a7c08cf0ebcb17e,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_-10pA.png
L796/scripts/L796_step5_best_traces/best_I_0pA.dat,simulation/validation data,1219658,2210b238d5e219e51364bd9c25df34b00e2f687cba80053a124b27b47eba2c98,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_0pA.dat
L796/scripts/L796_step5_best_traces/best_I_0pA.png,figure,89493,2970709ad3f703939b2569866f340ba526be06e70f79cd636259f19903b57247,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_0pA.png
L796/scripts/L796_step5_best_traces/best_I_100pA.dat,simulation/validation data,1218154,e5ae72c34d12b7b749a62bf048868e585356a21df2374d9fc9f4d1ac0d9098bb,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_100pA.dat
L796/scripts/L796_step5_best_traces/best_I_100pA.png,figure,170003,d1e63d30f1cc64dcc1536bbd3f4aa1c60670b5729d6244a20e2c34077925e7ee,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_100pA.png
L796/scripts/L796_step5_best_traces/best_I_120pA.dat,simulation/validation data,1217982,611eb0c7b726c68dddfb72d4e9701b736ac3a17b149bc8af682ba720a0015e02,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_120pA.dat
L796/scripts/L796_step5_best_traces/best_I_120pA.png,figure,180089,522ded5adce9172efea6f1ef775552b08f8e515d7f6acba409c110c15be099b8,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_120pA.png
L796/scripts/L796_step5_best_traces/best_I_20pA.dat,simulation/validation data,1219658,d4b5a095984a9e942c29736e3a59adc76697bfcc8511682f2813bb7171a31773,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_20pA.dat
L796/scripts/L796_step5_best_traces/best_I_20pA.png,figure,117761,f2cd933f218f40e2efce8babab98a22420292161c171c64c59533d241d14902b,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_20pA.png
L796/scripts/L796_step5_best_traces/best_I_40pA.dat,simulation/validation data,1219017,a117f61fa75e8b8547147f3371d0ce84057c0c9df47b4f1a9d6dc72bbed7fdb5,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_40pA.dat
L796/scripts/L796_step5_best_traces/best_I_40pA.png,figure,142168,df11af7395d33772df2b1f66befcd0f6d226d980e741aa56ed631c179b7ac743,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_40pA.png
L796/scripts/L796_step5_best_traces/best_I_60pA.dat,simulation/validation data,1218687,38f76c8f27f1279704904bf14331fbe8579d529f098d4485e6da4f0feb56be80,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_60pA.dat
L796/scripts/L796_step5_best_traces/best_I_60pA.png,figure,153300,67abdc66c31eac8201553156615a18e56733d4c71a98738ee831b8182c286cd7,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_60pA.png
L796/scripts/L796_step5_best_traces/best_I_80pA.dat,simulation/validation data,1218405,60dac982069e37cb79d5b48263cbccbb09103ec281b5799a4ce597acdcedc5b1,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_80pA.dat
L796/scripts/L796_step5_best_traces/best_I_80pA.png,figure,162259,4f1f5824ef442dda6892e088816985327c8a3abd1cb0bdb4b302edc223567632,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_traces/best_I_80pA.png
L796/scripts/L796_step5_best_tuned_parameter_set.json,parameter/configuration,1351,02b4939e9f2dbfd866e47cdb98cbab37b5b3f31314fd86720fe752512094226b,L796-ALT-PN,Configuration-driven model parameters,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_best_tuned_parameter_set.json
L796/scripts/L796_step5_fine_rheobase.py,Python source,26532,b55ce42c32b6953e147b9afbb93308492b33cfac33e0980d4c6c568381ea99f9,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_fine_rheobase.py
L796/scripts/L796_step5_top20_tuned_candidates.csv,simulation/validation data,21335,f83fb90d40eb2f32831e3347501ae7b3757e3a8b8570e95b8adf00e904a74bf8,L796-ALT-PN,Raw or summarized evidence for a model result,move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_top20_tuned_candidates.csv
L796/scripts/L796_step5_tune_active_conductances.py,Python source,26417,e9a91cac0e685d75653331de1efabfc4dd65039d7e218aab6737b2484da7ff82,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_tune_active_conductances.py
L796/scripts/L796_step5_tuned_AIS_trace_overlay.png,figure,429611,9a51f531ac222307fb4564c52e382376f58076b2145afefd70422f7c88d3731a,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_tuned_AIS_trace_overlay.png
L796/scripts/L796_step5_tuned_FI_curve.png,figure,92218,2c32c9ae0ccc827caeec311a35ba6b48664385446276e62708b96988e38c6bac,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_tuned_FI_curve.png
L796/scripts/L796_step5_tuned_frequency_curve.png,figure,91434,4d8b8a33dd0fbe388b75a8abe4efcba515e988622b9c592ea68c0dbc8fb12337,L796-ALT-PN,"Visualization of morphology, simulation, or validation output",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_tuned_frequency_curve.png
L796/scripts/L796_step5_tuning_report.txt,report/documentation,1828,9f7cabb19475331528c1d20c92d34ebd5c5d741f1ff8c02abc575b52b7b0db5e,L796-ALT-PN,"Scientific interpretation, provenance, or run documentation",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/L796_step5_tuning_report.txt
L796/scripts/check_L796_morphology.py,Python source,10397,71ed0d3598891b531a40e554a9b5e798a94abdfac90a25f1c666a4d238c6d7e0,L796-ALT-PN,"Simulation, analysis, extraction, or validation workflow",move,Consolidate the projection-neuron model without changing scientific content,cells/L796_projection_neuron/scripts/check_L796_morphology.py
